bairro,fisica,cidade,nacionalidade,est_civil,dt_nasc,uf,sexo,pep,desc_perfil,profissao,salario,cedido,regime,idade,profissao_cod,cluster
PENHA,F,RIO DE JANEIRO,Brasileira,Casado,1967-01-03,RJ,MASCULINO,Não,,Trabalhador,4869.47,Não,Mensalista,58.0,1202,2
JARDIM CARIOCA,F,RIO DE JANEIRO,Brasileira,Casado,1950-05-26,RJ,FEMININO,Não,,Aux.De Enfermagem,1750.94,Não,Mensalista,75.0,581,3
SENADOR CAMARA,F,RIO DE JANEIRO,Brasileira,Solteiro,1961-04-01,RJ,FEMININO,Não,,Agente Auxiliar De Administrac,2054.56,Não,Mensalista,64.0,193,3
REALENGO,F,RIO DE JANEIRO,BRASILEIRA,Casada,1963-07-23,RJ,FEMININO,Não,,Professor Ii,6099.2,Não,Mensalista,62.0,1048,2
REALENGO,F,RIO DE JANEIRO,BRASILEIRA,Casada,1963-07-23,RJ,FEMININO,Não,,Prof. I - Lingua Portuguesa,5470.01,Não,Mensalista,62.0,962,2
INHOAIBA,F,RIO DE JANEIRO,Brasileira,Divorciada,1955-09-12,RJ,FEMININO,Não,,Datilografo,5524.48,Não,Mensalista,70.0,690,2
QUINTINO BOCAIUVA,F,RIO DE JANEIRO,Brasileira,Casado,1970-09-03,RJ,FEMININO,Não,,Aux. De Enfermagem,2901.9,Não,Mensalista,55.0,525,0
RECREIO DOS BANDEIRANTES,F,RIO DE JANEIRO,BRASILEIRA,Solteira,1972-02-07,RJ,FEMININO,Não,,Prof. De Educação Infantil,9470.32,Não,Mensalista,53.0,952,1
JARDIM CENTRAL,F,SEROPEDICA,Brasileira,Separado judicialmente,1943-12-23,RJ,MASCULINO,Não,,Art De Alvenaria E Pintura,2505.9,Não,Mensalista,82.0,304,3
CARAMUJO,F,RIO DE JANEIRO,BRASILEIRA,SOLTEIRO,1957-03-27,RJ,MASCULINO,Não,,Agente De Vigilancia,2311.88,Não,Mensalista,68.0,259,3
LEOPOLDINA,F,RIO DE JANEIRO,Brasileira,Solteiro,1977-07-06,RJ,FEMININO,Não,,Professor,4876.48,Não,Mensalista,48.0,984,0
PEDRA DE GUARATIBA,F,RIO DE JANEIRO,Brasileira,Solteiro,1981-04-28,RJ,FEMININO,Não,,Professor,5748.02,Não,Mensalista,44.0,984,0
RECANTO DOS MAGALHÃES,F,ITABORAI,BRASILEIRA,Divorciada,1982-03-25,RJ,FEMININO,Não,,Aux De Controle De Endemias,4652.78,Não,Mensalista,43.0,452,0
RECANTO DOS MAGALHÃES,F,ITABORAI,Brasileira,Divorciada,1982-03-25,RJ,FEMININO,Não,,Aux De Controle Endemias,4652.78,Não,Mensalista,43.0,454,0
BANGU,F,RIO DE JANEIRO,BRASILEIRA,Casada,1987-08-18,RJ,FEMININO,Não,,Professor Ii,6826.68,Não,Mensalista,38.0,1048,0
BANGU,F,RIO DE JANEIRO,BRASILEIRA,Casada,1987-08-18,RJ,FEMININO,Não,,Professor Ii,6826.68,Não,Mensalista,38.0,1048,0
ANIL,F,RIO DE JANEIRO,BRASILEIRA,Casada,1988-06-07,RJ,FEMININO,Não,,Professor Ii,7367.63,Não,Mensalista,37.0,1048,0
GAVEA,F,RIO DE JANEIRO,BRASILEIRA,Não informado,1931-05-17,RJ,FEMININO,Não,,Aposentada,0.0,Não,Mensalista,94.0,294,3
LEOPOLDINA,F,RIO DE JANEIRO,Brasileira,Casado,1946-04-22,RJ,FEMININO,Não,,Aux. Operac. Serv. Divs,6605.8,Não,Mensalista,79.0,572,3
CAMPO GRANDE,F,RIO DE JANEIRO,Brasileira,Solteiro,1964-08-30,RJ,FEMININO,Não,,Ag. Comun.,2154.58,Não,Mensalista,61.0,90,3
GUARATIBA,F,RIO DE JANEIRO,BRASILEIRA,Solteira,1960-03-19,RJ,FEMININO,Não,,Servente,1748.56,Não,Mensalista,65.0,1116,2
MEIER,F,RIO DE JANEIRO,BRASILEIRA,SOLTEIRO,1951-08-18,RJ,FEMININO,Não,,Merendeira,972.17,Não,Mensalista,74.0,812,2
MARQUES DE MARICA,F,MARICA,Brasileira,Viúva,1951-01-17,RJ,FEMININO,Não,,Telefonista,1572.42,Não,Mensalista,74.0,1197,2
VICENTE DE CARVALHO,F,RIO DE JANEIRO,Brasileira,Solteira,1944-08-16,RJ,FEMININO,Não,,Aux De Enfermagem 2º Grau,2645.78,Não,Mensalista,81.0,474,3
TANQUE,F,RIO DE JANEIRO,BRASILEIRA,Divorciada,1956-04-12,RJ,FEMININO,Não,,Auxiliar De Enfermagem 2º Grau,3229.62,Não,Mensalista,69.0,620,3
SANTA CRUZ,F,RIO DE JANEIRO,BRASILEIRA,Solteira,1984-04-18,RJ,FEMININO,Não,,Aux De Enfermagem 2º Grau,2971.05,Não,Mensalista,41.0,474,0
ENGENHO NOVO,F,RIO DE JANEIRO,Brasileira,Solteira,1981-08-28,RJ,FEMININO,Não,,Agente De Administração,6072.37,Não,Mensalista,44.0,216,0
IRAJA,F,RIO DE JANEIRO,BRASILEIRA,SOLTEIRO,1982-06-16,RJ,FEMININO,Não,,Aux. Creche,882.75,Não,Mensalista,43.0,517,0
PORTO NOVO,F,SAO GONCALO,BRASILEIRA,Solteira,1986-08-24,RJ,FEMININO,Não,Risco PLD/FT Baixo,Professor Docente I - 18 Horas,4518.68,Não,Mensalista,39.0,1014,0
VILAR DOS TELLES,F,SAO JOAO DE MERITI,BRASILEIRA,Divorciada,1968-02-04,RJ,FEMININO,Não,,Professor Ii,6119.68,Não,Mensalista,57.0,1048,1
BENTO RIBEIRO,F,RIO DE JANEIRO,BRASILEIRA,Solteiro,1994-03-05,RJ,MASCULINO,Não,Risco PLD/FT Baixo,Assistente,3064.0,Não,Mensalista,31.0,421,0
PARQUE PRADO,F,CAMPOS DE GOYTACAZES,BRASILEIRA,Solteiro,1997-02-13,RJ,MASCULINO,Não,Risco PLD/FT Baixo,Professor Faetec I 40 H,3591.59,Não,Mensalista,28.0,1027,0
CAMPO GRANDE,F,RIO DE JANEIRO,BRASILEIRA,SOLTEIRO,1991-09-13,RJ,MASCULINO,Não,,Ag. Educador Ii,1230.18,Não,Mensalista,34.0,144,0
CENTRO,F,PETROPOLIS,Brasileira,Casado,1955-01-12,RJ,FEMININO,Não,,Pensionista,5455.14,Não,Mensalista,70.0,863,2
CAMPO GRANDE,F,RIO DE JANEIRO,Brasileira,Casado,1960-02-27,RJ,MASCULINO,Não,,Servente,1142.32,Não,Mensalista,65.0,1116,2
CAMPO GRANDE,F,RIO DE JANEIRO,BRASILEIRA,Solteira,1965-05-16,RJ,FEMININO,Não,,Ag. De Educação Infantil,2545.76,Não,Mensalista,60.0,129,3
SEPETIBA,F,RIO DE JANEIRO,BRASILEIRA,Solteiro,1972-03-02,RJ,FEMININO,Não,Risco PLD/FT Baixo,Professor Ii,12139.6,Não,,53.0,1048,1
SANTA CRUZ,F,RIO DE JANEIRO,Brasileira,Casado,1953-11-28,RJ,FEMININO,Não,,Copeira,1807.02,Não,Mensalista,72.0,677,2
PACIENCIA,F,RIO DE JANEIRO,BRASILEIRA,Solteira,1966-03-09,RJ,FEMININO,Não,,Professor Ii,9164.36,Não,Mensalista,59.0,1048,1
CENTRO,F,QUEIMADOS,Brasileira,Solteira,1955-12-12,RJ,FEMININO,Não,,Professor Ii,5024.33,Não,Mensalista,70.0,1048,2
CAMPO GRANDE,F,RIO DE JANEIRO,Brasileira,Separado judicialmente,1945-06-30,RJ,FEMININO,Não,,Aposentada,6472.64,Não,Mensalista,80.0,294,3
TREVO DAS MISSOES,F,DUQUE DE CAXIAS,Brasileira,Casado,1963-12-26,RJ,FEMININO,Não,,Inspetor De Alunos,1343.4,Não,Mensalista,62.0,789,2
COSMOS,F,RIO DE JANEIRO,BRASILEIRA,Casado,1964-08-27,RJ,FEMININO,Não,,Auxiliar De Enfermagem,3805.06,Não,Mensalista,61.0,608,3
BANGU,F,RIO DE JANEIRO,BRASILEIRA,Viúva,1960-01-08,RJ,FEMININO,Não,,Merendeira,888.34,Não,Mensalista,65.0,812,2
SANTA EUGENIA,F,NOVA IGUAÇU,BRASILEIRA,Divorciada,1974-11-03,RJ,FEMININO,Não,,Professor Ii,4515.95,Não,Mensalista,51.0,1048,0
LAMBERT,F,NOVA IGUAÇU,BRASILEIRA,Divorciada,1974-11-03,RJ,FEMININO,Não,,Professor Ii,10893.54,Não,Mensalista,51.0,1048,1
MADUREIRA,F,RIO DE JANEIRO,Brasileira,Casada,1946-01-15,RJ,FEMININO,Não,,Merendeira,707.64,Não,Mensalista,79.0,812,2
PARQUE SÃO FRANCISCO,F,NOVA IGUAÇU,Brasileira,Casada,1960-04-25,RJ,FEMININO,Não,,Agente De Administracão,2317.45,Não,Mensalista,65.0,214,3
TIJUCA,F,RIO DE JANEIRO,Brasileira,Desquitado,1957-03-13,RJ,FEMININO,Não,,Prof Ii,6456.06,Não,Mensalista,68.0,930,2
LEOPOLDINA,F,SAO GONCALO,Brasileira,Solteira,1957-08-23,RJ,FEMININO,Não,,Ag Exe,8501.84,Não,Mensalista,68.0,71,3
GUARATIBA,F,RIO DE JANEIRO,Brasileira,Casada,1951-12-25,RJ,FEMININO,Não,,Merendeira,1205.93,Não,Mensalista,74.0,812,2
TODOS OS SANTOS,F,RIO DE JANEIRO,Brasileira,Viúva,1945-06-09,RJ,FEMININO,Não,,Professor Ii,3224.67,Não,Mensalista,80.0,1048,2
PONTE DOS LEITES,F,ARARUAMA,Brasileira,Divorciada,1946-03-29,RJ,FEMININO,Não,,Aux. De Enfermagem 2° Grau,2741.19,Não,Mensalista,79.0,538,3
ROCHA,F,RIO DE JANEIRO,BRASILEIRA,Divorciada,1964-11-05,RJ,FEMININO,Não,,Professor Ii,11920.3,Não,Mensalista,61.0,1048,1
ROCHA,F,RIO DE JANEIRO,BRASILEIRA,Divorciada,1964-11-05,RJ,FEMININO,Não,,Aposentada,6832.36,Não,Mensalista,61.0,294,3
JARDIM GUANABARA,F,RIO DE JANEIRO,BRASILEIRA,Solteira,1971-08-06,RJ,FEMININO,Não,,Professor Ii,9661.88,Não,Mensalista,54.0,1048,1
JARDIM GUANABARA,F,RIO DE JANEIRO,BRASILEIRA,Solteira,1971-08-06,RJ,FEMININO,Não,,Professor Ii,9661.88,Não,Mensalista,54.0,1048,1
PARQUE ANCHIETA,F,RIO DE JANEIRO,BRASILEIRA,Solteira,1968-05-10,RJ,FEMININO,Não,Risco PLD/FT Baixo,Tecnico De Laboratorio,4560.05,Não,Mensalista,57.0,1176,2
PARQUE ANCHIETA,F,RIO DE JANEIRO,BRASILEIRA,Solteiro,1968-05-10,RJ,FEMININO,Não,Risco PLD/FT Baixo,Técnico De Laboratorio Lei 794,4332.6,Não,Mensalista,57.0,1229,2
RIO COMPRIDO,F,RIO DE JANEIRO,BRASILEIRA,Viúva,1959-10-24,RJ,FEMININO,Não,,Professor Ii,6608.03,Não,Mensalista,66.0,1048,2
RIO COMPRIDO,F,RIO DE JANEIRO,BRASILEIRA,Viúva,1959-10-24,RJ,FEMININO,Não,,Professor Ii,6387.77,Não,Mensalista,66.0,1048,2
MARACANA,F,RIO DE JANEIRO,BRASILEIRA,Divorciada,1950-08-28,RJ,FEMININO,Não,,Professora,5152.73,Não,Mensalista,75.0,1070,2
ICARAI - NITERÓI,F,NITEROI,Brasileira,Solteira,1957-10-02,RJ,FEMININO,Não,,Prof. I,2418.2,Não,Mensalista,68.0,958,2
ICARAI - NITERÓI,F,NITEROI,BRASILEIRA,Solteiro,1957-10-02,RJ,FEMININO,Não,,Professor,2418.2,Não,Mensalista,68.0,984,2
BARRETO,F,NITEROI,Brasileira,Casado,1955-03-02,RJ,FEMININO,Não,,Agente Administrativo,2314.8,Não,Mensalista,70.0,178,3
ENGENHO DE DENTRO,F,RIO DE JANEIRO,BRASILEIRA,Solteira,1966-02-19,RJ,FEMININO,Não,,Agente Educador Ii,1313.67,Não,Mensalista,59.0,268,3
RAMOS,F,RIO DE JANEIRO,Brasileira,Casado,1974-02-14,RJ,FEMININO,Não,,Professor,4981.08,Não,Mensalista,51.0,984,0
PARQUE SÃO VICENTE,F,RIO DE JANEIRO,BRASILEIRA,Divorciada,1960-11-19,RJ,FEMININO,Não,,Copeiro (Sms),2087.53,Não,Mensalista,65.0,681,2
SENADOR CAMARA,F,RIO DE JANEIRO,BRASILEIRA,Casada,1962-11-03,RJ,FEMININO,Não,,Agente De Administração,4696.79,Não,Mensalista,63.0,216,3
SANTA CRUZ,F,RIO DE JANEIRO,Brasileira,Casada,1959-03-06,RJ,FEMININO,Não,,Prof Ii,3923.33,Não,Mensalista,66.0,930,2
JARDIM SULACAPE,F,RIO DE JANEIRO,Brasileira,Solteira,1959-11-07,RJ,FEMININO,Não,,Aux De Enfermagem,3141.48,Não,Mensalista,66.0,459,3
CAMPO GRANDE,F,RIO DE JANEIRO,BRASILEIRA,Desquitada,1962-04-25,RJ,FEMININO,Não,,Servente,2203.24,Não,Mensalista,63.0,1116,2
ANDARAI,F,RIO DE JANEIRO,BRASILEIRA,Viúva,1952-08-07,RJ,FEMININO,Não,,Servente,1419.24,Não,Mensalista,73.0,1116,2
PACIENCIA,F,RIO DE JANEIRO,Brasileira,Solteira,1953-06-01,RJ,FEMININO,Não,,Servente,2751.62,Não,Mensalista,72.0,1116,2
CAMPO GRANDE,F,RIO DE JANEIRO,BRASILEIRA,Solteira,1963-02-16,RJ,FEMININO,Não,,Professor Ii,9108.49,Não,Mensalista,62.0,1048,1
CAMPO GRANDE,F,RIO DE JANEIRO,Brasileira,Solteira,1963-02-16,RJ,FEMININO,Não,,Professor Ii,9108.49,Não,Mensalista,62.0,1048,1
OSWALDO CRUZ,F,RIO DE JANEIRO,BRASILEIRA,Solteiro,1965-02-22,RJ,MASCULINO,Não,Risco PLD/FT Baixo,Agente Comunitario Nivel Ii (Q,4318.12,Não,Mensalista,60.0,203,3
CAMPO GRANDE,F,RIO DE JANEIRO,BRASILEIRA,Separada judicialmente,1951-03-22,RJ,FEMININO,Não,,Professor Ii,9218.62,Não,Mensalista,74.0,1048,1
LEOPOLDINA,F,RIO DE JANEIRO,Brasileira,Solteiro,1954-02-04,RJ,FEMININO,Não,,Aux De Enfermagem 2° Grau,2497.88,Não,Mensalista,71.0,473,3
ANA CLARA,F,RIO DE JANEIRO,Brasileira,Divorciado,1951-03-06,RJ,FEMININO,Não,,Prof Ii,8542.32,Não,Mensalista,74.0,930,1
CAMPO GRANDE,F,RIO DE JANEIRO,Brasileira,Solteira,1948-05-04,RJ,FEMININO,Não,,Professor I - Lingua Portugues,10653.64,Não,Mensalista,77.0,1039,1
CAMPO GRANDE,F,RIO DE JANEIRO,BRASILEIRA,Solteira,1948-05-04,RJ,FEMININO,Não,,Professor I,2731.07,Não,Mensalista,77.0,1028,2
TOMAS COELHO,F,RIO DE JANEIRO,Brasileira,Solteiro,1962-01-27,RJ,FEMININO,Não,,Professor Ii,10626.2,Não,Mensalista,63.0,1048,1
LEOPOLDINA,F,RIO DE JANEIRO,Brasileira,Solteira,1948-04-17,RJ,FEMININO,Não,,Pensionista,2322.36,Não,Mensalista,77.0,863,2
QUEIMADOS,F,RIO DE JANEIRO,BRASILEIRA,Casada,1959-06-17,RJ,FEMININO,Não,,Prof. De Ensino Fundamental,6770.2,Não,Mensalista,66.0,953,2
PARADA DE LUCAS,F,RIO DE JANEIRO,BRASILEIRA,Casado,1962-07-03,RJ,FEMININO,Não,,Promotor De Vendas,670.0,Não,Mensalista,63.0,1089,2
SENADOR VASCONCELOS,F,RIO DE JANEIRO,BRASILEIRA,Viúva,1943-02-06,RJ,FEMININO,Não,,Professor Ii,7881.7,Não,Mensalista,82.0,1048,2
CAMPO GRANDE,F,RIO DE JANEIRO,Brasileira,Casada,1959-09-24,RJ,FEMININO,Não,,Servente(Sms),1127.7,Não,Mensalista,66.0,1121,2
TIJUCA,F,RIO DE JANEIRO,Brasileira,Casado,1945-05-12,RJ,FEMININO,Não,,Professora,2595.0,Não,Mensalista,80.0,1070,2
ALTO DA BOA VISTA,F,VISCONDE DO RIO BRANCO,Brasileira,Casado,1945-11-11,MG,FEMININO,Não,,Servente,2173.24,Não,Mensalista,80.0,1116,2
MEIER,F,RIO DE JANEIRO,BRASILEIRA,Solteira,1962-02-20,RJ,FEMININO,Não,Risco PLD/FT Baixo,Aposentada,11787.9,Não,Mensalista,63.0,294,1
BANGU,F,RIO DE JANEIRO,BRASILEIRA,Casada,1967-05-04,RJ,FEMININO,Não,,Ag. De Educação Infantil,2679.23,Não,Mensalista,58.0,129,3
GUARATIBA - PONTA NEGRA,F,MARICA,BRASILEIRA,Solteira,1958-05-06,RJ,FEMININO,Não,,Merendeira,1855.23,Não,Mensalista,67.0,812,2
MANGUINHOS,F,RIO DE JANEIRO,BRASILEIRA,Solteira,1961-11-03,RJ,FEMININO,Não,,Agente De Educação Infantil,2889.46,Não,Mensalista,64.0,237,3
BARROCO (ITAIPUAÇÚ),F,MARICA,BRASILEIRA,Solteira,1971-10-30,RJ,FEMININO,Não,,Professor Ii,5925.24,Não,Mensalista,54.0,1048,0
CACHAMBI,F,RIO DE JANEIRO,BRASILEIRA,Divorciada,1973-07-08,RJ,FEMININO,Não,,Secretario Escolar,2976.46,Não,Mensalista,52.0,1113,0
SENADOR CAMARA,F,RIO DE JANEIRO,BRASILEIRA,Solteira,1965-08-25,RJ,FEMININO,Não,,Fisioterapeuta,6892.16,Não,Mensalista,60.0,764,1
TIJUCA,F,RIO DE JANEIRO,BRASILEIRA,Casado,1980-12-09,RJ,MASCULINO,Não,Risco PLD/FT Baixo,Agente De Documentação Médica,3488.28,Não,Mensalista,45.0,228,0
ENGENHO DO PORTO,F,DUQUE DE CAXIAS,BRASILEIRA,Solteira,1979-10-08,RJ,FEMININO,Não,,Ag De Administração,1921.07,Não,Mensalista,46.0,40,0
SÃO FRANCISCO XAVIER,F,RIO DE JANEIRO,BRASILEIRA,Solteira,1973-01-16,RJ,FEMININO,Não,,Professora Ii,14474.57,Não,Mensalista,52.0,1074,1
SÃO FRANCISCO XAVIER,F,RIO DE JANEIRO,BRASILEIRA,Solteira,1973-01-16,RJ,FEMININO,Não,,Professora Ii,14474.57,Não,Mensalista,52.0,1074,1
ANCHIETA,F,RIO DE JANEIRO,Brasileira,Solteira,1979-11-20,RJ,FEMININO,Não,,Professor Ii,9530.35,Não,Mensalista,46.0,1048,1
PADRE MIGUEL,F,RIO DE JANEIRO,BRASILEIRA,Divorciada,1975-12-08,RJ,FEMININO,Não,,Prof De Ensino Fundamental,5597.83,Não,Mensalista,50.0,887,0
BENTO RIBEIRO,F,RIO DE JANEIRO,Brasileira,Casado,1972-04-09,RJ,FEMININO,Não,,Cabo P.M.,2239.66,Não,Mensalista,53.0,657,0
CAMPO GRANDE,F,RIO DE JANEIRO,BRASILEIRA,Solteira,1974-06-22,RJ,FEMININO,Não,,Aux De Enfermagem 2º Grau,4896.52,Não,Mensalista,51.0,474,0
OLARIA,F,RIO DE JANEIRO,BRASILEIRA,Solteira,1980-12-22,RJ,FEMININO,Não,,Prof De Educação Infantil,3121.48,Não,Mensalista,45.0,886,0
OLARIA,F,RIO DE JANEIRO,BRASILEIRA,Solteira,1980-12-22,RJ,FEMININO,Não,,Professor Ii,3517.01,Não,Mensalista,45.0,1048,0
BANGU,F,RIO DE JANEIRO,BRASILEIRA,Casada,1972-03-16,RJ,FEMININO,Não,,Merendeira,1385.87,Não,Mensalista,53.0,812,0
PIEDADE,F,RIO DE JANEIRO,BRASILEIRA,Casada,1979-11-14,RJ,FEMININO,Não,Risco PLD/FT Baixo,Professor De Ensino Fundamenta,6700.61,Não,Mensalista,46.0,1001,0
VILA ISABEL,F,RIO DE JANEIRO,Brasileira,Casada,1970-05-25,RJ,FEMININO,Não,,Professor Ii,7403.19,Não,Mensalista,55.0,1048,1
CASCADURA,F,RIO DE JANEIRO,BRASILEIRA,Casada,1975-09-12,RJ,FEMININO,Não,,Agente Educador Ii,1967.86,Não,Mensalista,50.0,268,0
REALENGO,F,RIO DE JANEIRO,BRASILEIRA,Casada,1980-12-19,RJ,FEMININO,Não,,Ag. De Educação Infantil,3253.91,Não,Mensalista,45.0,129,0
CENTRO,F,NILOPOLIS,BRASILEIRA,Solteiro,1978-07-09,RJ,FEMININO,Não,Risco PLD/FT Baixo,Agente De Preparo De Alimentos,2562.86,Não,Mensalista,47.0,250,0
MEIER,F,RIO DE JANEIRO,BRASILEIRA,União Estável,1969-07-25,RJ,FEMININO,Não,,Professor Ii,4331.59,Não,Mensalista,56.0,1048,2
TOMAS COELHO,F,RIO DE JANEIRO,BRASILEIRA,Casada,1978-10-04,RJ,FEMININO,Não,,Professor Ii,9220.5,Não,Mensalista,47.0,1048,1
TOMAS COELHO,F,RIO DE JANEIRO,BRASILEIRA,Casada,1978-10-04,RJ,FEMININO,Não,,Professor Ii,9220.5,Não,Mensalista,47.0,1048,1
CAMPO GRANDE,F,RIO DE JANEIRO,BRASILEIRA,Casada,1969-07-12,RJ,FEMININO,Não,,Aux De Enfermagem 2º Grau,3367.13,Não,Mensalista,56.0,474,0
GLAUCIA,F,BELFORD ROXO,BRASILEIRA,Casada,1980-02-06,RJ,FEMININO,Não,,Agente De Educador Ii,1722.52,Não,Mensalista,45.0,234,0
ANA CLARA,F,RIO DE JANEIRO,Brasileira,Solteiro,1975-03-06,RJ,FEMININO,Não,,Enfermeiro,5258.98,Não,Mensalista,50.0,724,0
SENADOR CAMARA,F,RIO DE JANEIRO,Brasileira,Casado,1972-07-24,RJ,FEMININO,Não,,Aux De Enfermagem,1831.12,Não,Mensalista,53.0,459,0
RIO COMPRIDO,F,RIO DE JANEIRO,Brasileira,Viúva,1945-07-29,RJ,FEMININO,Não,,Professor - Frances,6749.54,Não,Mensalista,80.0,985,2
VILA ISABEL,F,RIO DE JANEIRO,BRASILEIRA,Solteira,1964-09-16,RJ,FEMININO,Não,,Aposentada,7648.53,Não,Mensalista,61.0,294,3
VILA ISABEL,F,RIO DE JANEIRO,Brasileira,Solteira,1964-09-16,RJ,FEMININO,Não,,Aposentada,7648.53,Não,Mensalista,61.0,294,3
ROCHA MIRANDA,F,RIO DE JANEIRO,Brasileira,Divorciado,1972-05-08,RJ,FEMININO,Não,,Professor,4967.5,Não,Mensalista,53.0,984,0
ANA CLARA,F,RIO DE JANEIRO,Brasileira,Casado,1969-03-05,RJ,FEMININO,Não,,Prof / Secretaria,5032.28,Não,Mensalista,56.0,878,0
CENTRO,F,NILOPOLIS,BRASILEIRA,Casada,1976-04-20,RJ,FEMININO,Não,,Professor Ii,8440.57,Não,Mensalista,49.0,1048,1
CENTRO,F,NILOPOLIS,BRASILEIRA,Casada,1976-04-20,RJ,FEMININO,Não,,Prof. De Ed. Infantil,8440.57,Não,Mensalista,49.0,949,1
VILAR DOS TELLES,F,SÃO JOÃO DE MERITI,Brasileira,Casada,1978-03-05,RJ,FEMININO,Não,,Professor Ii,3024.58,Não,Mensalista,47.0,1048,0
CACHAMBI,F,RIO DE JANEIRO,BRASILEIRA,Solteiro,1973-08-19,RJ,FEMININO,Não,Risco PLD/FT Baixo,Professor Docente Ii,10581.27,Não,,52.0,1018,1
RAMOS,F,RIO DE JANEIRO,BRASILEIRA,Solteira,1980-07-02,RJ,FEMININO,Não,,Merendeira,1954.76,Não,Mensalista,45.0,812,0
CENTRO,F,DUQUE DE CAXIAS,Brasileira,Solteira,1977-04-17,RJ,FEMININO,Não,,Enfermeira,5103.53,Não,Mensalista,48.0,720,0
CAMPO GRANDE,F,RIO DE JANEIRO,BRASILEIRA,Casada,1978-12-07,RJ,FEMININO,Não,,Professor Ii,2423.17,Não,Mensalista,47.0,1048,0
CAMPO GRANDE,F,RIO DE JANEIRO,BRASILEIRA,Casada,1978-12-07,RJ,FEMININO,Não,,Professor Ii,2423.17,Não,Mensalista,47.0,1048,0
PARQUE BEIRA MAR,F,DUQUE DE CAXIAS,BRASILEIRA,Casada,1977-07-24,RJ,FEMININO,Não,,Merendeira,2432.64,Não,Mensalista,48.0,812,0
MADUREIRA,F,RIO DE JANEIRO,Brasileira,Casado,1961-08-02,RJ,FEMININO,Não,,Auxiliar De Enfermagem,3191.54,Não,Mensalista,64.0,608,3
ROCINHA,F,RIO DE JANEIRO,BRASILEIRA,Solteira,1986-12-07,RJ,FEMININO,Não,,Professor De Educação Infantil,6479.21,Não,Mensalista,39.0,998,0
ROCINHA,F,RIO DE JANEIRO,BRASILEIRA,Solteira,1986-12-07,RJ,FEMININO,Não,,Professor De Educação Infantil,7045.45,Não,Mensalista,39.0,998,0
RIACHUELO,F,RIO DE JANEIRO,Brasileira,Casado,1977-05-04,RJ,FEMININO,Não,,Aux. De Laboratorio,1608.14,Não,Mensalista,48.0,551,0
COPACABANA,F,RIO DE JANEIRO,Brasileira,Solteiro,1980-05-03,RJ,FEMININO,Não,,Recepcionista,2358.92,Não,Mensalista,45.0,1094,0
GUARATIBA,F,RIO DE JANEIRO,BRASILEIRA,Solteira,1975-05-03,RJ,FEMININO,Não,,Professor I,8946.12,Não,Mensalista,50.0,1028,1
GUARATIBA,F,RIO DE JANEIRO,BRASILEIRA,Solteira,1975-05-03,RJ,FEMININO,Não,,Professor Ii,8946.12,Não,Mensalista,50.0,1048,1
CAMPO GRANDE,F,RIO DE JANEIRO,BRASILEIRA,Solteiro,1976-07-03,RJ,FEMININO,Não,Risco PLD/FT Baixo,Auxiliar De Enfermagem Enq. Fo,4269.82,Não,Mensalista,49.0,621,0
PIEDADE,F,RIO DE JANEIRO,BRASILEIRA,Solteira,1972-12-31,RJ,FEMININO,Não,,Professor Ii,15541.55,Não,Mensalista,53.0,1048,1
PIEDADE,F,RIO DE JANEIRO,Brasileira,Solteira,1972-12-31,RJ,FEMININO,Não,,Professor Ii,15541.55,Não,Mensalista,53.0,1048,1
MAGALHÃES BASTOS,F,RIO DE JANEIRO,BRASILEIRA,Solteira,1968-10-18,RJ,FEMININO,Não,,Merendeira,1354.5,Não,Mensalista,57.0,812,0
OLARIA,F,RIO DE JANEIRO,BRASILEIRA,Solteira,1973-02-09,RJ,FEMININO,Não,,Agente De Educação Infantil,1939.4,Não,Mensalista,52.0,237,0
VAZ LOBO,F,RIO DE JANEIRO,BRASILEIRA,Casada,1965-09-14,RJ,FEMININO,Não,,Merendeira,1963.55,Não,Mensalista,60.0,812,2
MARECHAL HERMES,F,RIO DE JANEIRO,Brasileira,Casado,1959-09-16,RJ,MASCULINO,Não,,Tecnica De Laboratorio,4083.86,Não,Mensalista,66.0,1167,2
PARQUE SÃO LUIZ,F,TERESOPOLIS,Brasileira,Casado,1967-08-27,RJ,FEMININO,Não,,Aux De Enfermagem,5238.24,Não,Mensalista,58.0,459,3
ROCHA MIRANDA,F,RIO DE JANEIRO,BRASILEIRA,Casado,1979-06-09,RJ,MASCULINO,Não,,Professor Ii,5141.36,Não,Mensalista,46.0,1048,0
RICARDO DE ALBUQUERQUE,F,RIO DE JANEIRO,Brasileira,Divorciado,1965-04-06,RJ,MASCULINO,Não,,Trabalhador/Subgerente Iii,2710.03,Não,Mensalista,60.0,1220,2
ENGENHO NOVO,F,RIO DE JANEIRO,Brasileira,Divorciado,1957-10-19,RJ,MASCULINO,Não,,Trabalhador,2340.78,Não,Mensalista,68.0,1202,2
EDSON PASSOS,F,MESQUITA,Brasileira,Casado,1955-06-06,RJ,MASCULINO,Não,,Servente,2109.78,Não,Mensalista,70.0,1116,2
SANTA CRUZ,F,RIO DE JANEIRO,BRASILEIRA,Solteiro,1988-11-05,RJ,MASCULINO,Não,,Guarda Municipal,3517.55,Não,Mensalista,37.0,776,0
