bairro,fisica,cidade,nacionalidade,est_civil,dt_nasc,uf,sexo,pep,desc_perfil,profissao,salario,cedido,regime,idade,profissao_cod,cluster
PACIENCIA,F,RIO DE JANEIRO,BRASILEIRA,Casada,1958-03-29,RJ,FEMININO,Não,,Professor Ii/Diretor Adjunto,6145.18,Não,Mensalista,67.0,1064,2
COSMOS,F,RIO DE JANEIRO,Brasileira,Casado,1947-07-15,RJ,MASCULINO,Não,,Art. De Alvenaria E Pintura,4472.32,Não,Mensalista,78.0,340,3
SANTA CRUZ,F,RIO DE JANEIRO,BRASILEIRA,Casada,1963-09-23,RJ,FEMININO,Não,,Servente,2494.74,Não,Mensalista,62.0,1116,2
BANGU,F,RIO DE JANEIRO,Brasileira,Solteiro,1944-02-16,RJ,FEMININO,Não,,Aux. De Enfermagem,2668.76,Não,Mensalista,81.0,525,3
JARDIM SUMARE,F,SAO JOAO DE MERITI,BRASILEIRA,Casado,1966-02-24,RJ,MASCULINO,Não,,Agente De Documentação Medica,5853.85,Não,Mensalista,59.0,227,3
CAMPO GRANDE,F,RIO DE JANEIRO,Brasileira,União Estável,1967-11-02,RJ,FEMININO,Não,,Merendeira,1520.82,Não,Mensalista,58.0,812,0
CACHAMBI,F,RIO DE JANEIRO,BRASILEIRA,Casada,1963-01-26,RJ,FEMININO,Não,,Aposentada,11283.97,Não,Mensalista,62.0,294,1
IRAJA,F,RIO DE JANEIRO,BRASILEIRA,Solteira,1960-11-24,RJ,FEMININO,Não,,Auxiliar De Enfermagem,4102.12,Não,Mensalista,65.0,608,3
REALENGO,F,RIO DE JANEIRO,BRASILEIRA,Casada,1963-07-29,RJ,FEMININO,Não,,Merendeira,3184.12,Não,Mensalista,62.0,812,2
JARDIM CARIOCA,F,RIO DE JANEIRO,BRASILEIRA,Casado,1950-04-21,RJ,MASCULINO,Não,,Art De Alvenaria E Pintura,2351.52,Não,Mensalista,75.0,304,3
PACIENCIA,F,RIO DE JANEIRO,Brasileira,Solteiro,1955-05-08,RJ,FEMININO,Não,,Prof Ii,5902.98,Não,Mensalista,70.0,930,2
PACIENCIA,F,RIO DE JANEIRO,Brasileira,Divorciada,1959-11-17,RJ,FEMININO,Não,,Servente,2145.47,Não,Mensalista,66.0,1116,2
TIJUCA,F,RIO DE JANEIRO,Brasileira,Viúvo,1946-03-30,RJ,FEMININO,Não,,Professor Ii,3263.02,Não,Mensalista,79.0,1048,2
SANTA CRUZ,F,RIO DE JANEIRO,Brasileira,Viúvo,1931-04-09,RJ,FEMININO,Não,,Aposentado,4370.68,Não,Mensalista,94.0,295,3
COELHO NETO,F,RIO DE JANEIRO,BRASILEIRA,Solteira,1945-06-07,RJ,FEMININO,Não,,Agente De Administração,2467.0,Não,Mensalista,80.0,216,3
REALENGO,F,RIO DE JANEIRO,Brasileira,Divorciada,1951-05-26,RJ,FEMININO,Não,,Merendeira,3251.08,Não,Mensalista,74.0,812,2
PENHA CIRCULAR,F,RIO DE JANEIRO,Brasileira,Solteiro,1952-10-29,RJ,FEMININO,Não,,Servente,4336.5,Não,Mensalista,73.0,1116,2
PADRE MIGUEL,F,RIO DE JANEIRO,Brasileira,Solteira,1954-11-27,RJ,FEMININO,Não,,Merendeira,1681.3,Não,Mensalista,71.0,812,2
CENTRO,F,RIO DE JANEIRO,BRASILEIRA,Casada,1943-07-13,RJ,FEMININO,Não,,Servente,1219.35,Não,Mensalista,82.0,1116,2
OSWALDO CRUZ,F,RIO DE JANEIRO,Brasileira,Viúva,1947-08-05,RJ,FEMININO,Não,,Especialista Em Educação,3297.94,Não,Mensalista,78.0,754,2
TAQUARA,F,RIO DE JANEIRO,Brasileira,Solteira,1949-07-14,RJ,FEMININO,Não,,Auxiliar De Enfermagem,3746.64,Não,Mensalista,76.0,608,3
SANTA CRUZ,F,RIO DE JANEIRO,BRASILEIRA,Solteira,1989-07-18,RJ,FEMININO,Não,,Ag. De Educação Infantil,2791.01,Não,Mensalista,36.0,129,0
GUARATIBA,F,RIO DE JANEIRO,BRASILEIRA,Casado,1979-07-06,RJ,MASCULINO,Não,Risco PLD/FT Baixo,2º Sargento Bm,10200.86,Não,,46.0,6,1
CAMPO GRANDE,F,RIO DE JANEIRO,BRASILEIRA,Solteiro,1981-01-27,RJ,MASCULINO,Não,,Técnico Em Radiologia,2868.4,Não,Mensalista,44.0,1232,0
GAVEA,F,RIO DE JANEIRO,BRASILEIRA,Solteiro,1982-10-22,RJ,MASCULINO,Não,Risco PLD/FT Baixo,Aux De Controle De Endemias,4414.99,Não,Mensalista,43.0,452,0
VILA ISABEL,F,RIO DE JANEIRO,BRASILEIRA,Casado,1979-06-04,RJ,MASCULINO,Não,,Ag De Administração,1746.62,Não,Mensalista,46.0,40,0
NOSSA SENHORA DE FATIMA,F,BARRA MANSA,BRASILEIRA,Solteiro,1973-04-07,RJ,MASCULINO,Não,Risco PLD/FT Baixo,Engenheiro,16225.6,Não,Mensalista,52.0,733,1
AGOSTINHO PORTO,F,SÃO JOÃO DE MERITI,BRASILEIRA,Casado,1975-12-23,RJ,MASCULINO,Não,,Aux. Controle De Endemias,1217.75,Não,Mensalista,50.0,516,0
VILA CAMARIM,F,QUEIMADOS,BRASILEIRO,Solteiro,1997-02-14,RJ,MASCULINO,Não,Risco PLD/FT Baixo,Soldado Bm,4052.93,Não,Mensalista,28.0,1128,0
PENHA,F,RIO DE JANEIRO,BRASILEIRA,Solteiro,1982-10-06,RJ,MASCULINO,Não,,Aux. Controle De Endemias,2584.82,Não,Mensalista,43.0,516,0
JARDIM PALMARES,F,RIO DE JANEIRO,BRASILEIRA,Casado,1977-12-10,RJ,MASCULINO,Não,,Auxiliar De Enfermagem,1361.26,Não,Mensalista,48.0,608,0
LEOPOLDINA,F,RIO DE JANEIRO,Brasileira,Casado,1950-04-13,RJ,FEMININO,Não,,Pensionista,6828.32,Não,Mensalista,75.0,863,2
SANTISSIMO,F,RIO DE JANEIRO,BRASILEIRA,Solteiro,1957-09-28,RJ,FEMININO,Não,Risco PLD/FT Baixo,Auxiliar De Laboratório,4019.77,Não,Mensalista,68.0,633,3
CACHAMBI,F,RIO DE JANEIRO,Brasileira,Casado,1950-07-25,RJ,FEMININO,Não,,Ag. De Escritorio,3119.3,Não,Mensalista,75.0,130,3
COPACABANA,F,RIO DE JANEIRO,Brasileira,Solteiro,1948-06-16,RJ,FEMININO,Não,,Tecnico,7353.46,Não,Mensalista,77.0,1169,2
LINS DE VASCONCELOS,F,RIO DE JANEIRO,BRASILEIRA,Solteiro,1965-05-11,RJ,MASCULINO,Não,,Aux De Controle De Endemias,2229.25,Não,Mensalista,60.0,452,3
MADUREIRA,F,RIO DE JANEIRO,Brasileira,Solteiro,1946-03-31,RJ,FEMININO,Não,,Especialista De Educaçao - Lic,3478.0,Não,Mensalista,79.0,750,2
SONHO DE VIDA,F,ARARUAMA,BRASILEIRA,Solteiro,1965-09-27,RJ,FEMININO,Não,Risco PLD/FT Baixo,Professor Ii,6038.81,Não,Mensalista,60.0,1048,2
PILARES,F,RIO DE JANEIRO,BRASILEIRA,SOLTEIRO,1950-03-20,RJ,FEMININO,Não,,Servente,2403.49,Não,Mensalista,75.0,1116,2
PITANGUEIRAS,F,RIO DE JANEIRO,BRASILEIRA,Divorciada,1955-08-23,RJ,FEMININO,Não,,Professor Ii,10208.68,Não,Mensalista,70.0,1048,1
BONSUCESSO,F,RIO DE JANEIRO,Brasileira,Solteira,1963-12-05,RJ,FEMININO,Não,,Merendeir,2567.7,Não,Mensalista,62.0,811,2
MARECHAL HERMES,F,RIO DE JANEIRO,BRASILEIRA,Casada,1963-03-27,RJ,FEMININO,Não,,Aposentada,5618.02,Não,Mensalista,62.0,294,3
ENGENHO NOVO,F,RIO DE JANEIRO,Brasileira,Solteira,1959-11-13,RJ,FEMININO,Não,,Enfermeiro,3702.62,Não,Mensalista,66.0,724,2
PRAÇA SECA,F,RIO DE JANEIRO,Brasileira,Divorciada,1960-04-25,RJ,FEMININO,Não,,Aux De Enfermagem 2º Grau,4710.11,Não,Mensalista,65.0,474,3
MANGUINHOS,F,RIO DE JANEIRO,BRASILEIRA,Solteira,1967-01-06,RJ,FEMININO,Não,,Aux De Enfermagem 2º Grau,2751.94,Não,Mensalista,58.0,474,3
OSWALDO CRUZ,F,RIO DE JANEIRO,Brasileira,Solteira,1954-08-04,RJ,FEMININO,Não,,Aux De Enfermagem 1º Grau,1419.49,Não,Mensalista,71.0,468,3
RIACHUELO,F,RIO DE JANEIRO,Brasileira,Solteiro,1955-11-01,RJ,FEMININO,Não,,Assist. Social,3160.0,Não,Mensalista,70.0,419,3
HONORIO GURGEL,F,RIO DE JANEIRO,BRASILEIRA,Casada,1973-02-08,RJ,FEMININO,Não,,Professor Ii,6590.54,Não,Mensalista,52.0,1048,1
TIJUCA,F,RIO DE JANEIRO,Brasileira,Solteira,1960-10-18,RJ,FEMININO,Não,,Servente,3154.58,Não,Mensalista,65.0,1116,2
FREGUESIA,F,RIO DE JANEIRO,Brasileira,Casada,1964-10-09,RJ,FEMININO,Não,,Professor Ii,3812.75,Não,Mensalista,61.0,1048,2
BARRA DA TIJUCA,F,RIO DE JANEIRO,Brasileira,Solteira,1949-06-27,RJ,FEMININO,Não,,Professor Ii,7325.27,Não,Mensalista,76.0,1048,2
BARRA DA TIJUCA,F,RIO DE JANEIRO,BRASILEIRA,Solteira,1949-06-27,RJ,FEMININO,Não,,Professor Ii,7325.27,Não,Mensalista,76.0,1048,2
BANGU,F,RIO DE JANEIRO,Brasileira,Viúvo,1952-10-20,RJ,FEMININO,Não,,Professor,8228.36,Não,Mensalista,73.0,984,1
RECREIO DOS BANDEIRANTES,F,RIO DE JANEIRO,BRASILEIRA,Solteiro,1969-04-20,RJ,FEMININO,Não,Risco PLD/FT Baixo,Tecnico De Laboratorio Lei 794,4571.44,Não,Mensalista,56.0,1178,2
PAVUNA,F,RIO DE JANEIRO,BRASILEIRA,Casada,1966-05-08,RJ,FEMININO,Não,Risco PLD/FT Baixo,Professor Ii,10661.68,Não,Mensalista,59.0,1048,1
PAVUNA,F,RIO DE JANEIRO,BRASILEIRA,Casada,1966-05-08,RJ,FEMININO,Não,Risco PLD/FT Baixo,Professor Ii,7135.9,Não,Mensalista,59.0,1048,1
BOTAFOGO,F,RIO DE JANEIRO,BRASILEIRA,Casada,1958-04-01,RJ,FEMININO,Não,,Professor Ii,7648.39,Não,Mensalista,67.0,1048,1
PADRE MIGUEL,F,RIO DE JANEIRO,Brasileira,Casado,1956-02-20,RJ,FEMININO,Não,,Ag Aux De Adm,2175.52,Não,Mensalista,69.0,23,3
BOAÇU,F,NITEROI,Brasileira,Casada,1972-10-26,RJ,FEMININO,Não,,Merendeira,1375.72,Não,Mensalista,53.0,812,0
ABOLIÇÃO,F,RIO DE JANEIRO,Brasileira,Solteira,1960-06-24,RJ,FEMININO,Não,,Prof,4278.32,Não,Mensalista,65.0,874,2
GALEÃO,F,RIO DE JANEIRO,BRASILEIRA,Casado,1983-10-23,RJ,FEMININO,Não,Risco PLD/FT Baixo,Auxiliar De Controle De Endemi,6415.35,Não,Mensalista,42.0,603,0
REALENGO,F,RIO DE JANEIRO,BRASILEIRA,Solteira,1959-09-25,RJ,FEMININO,Não,,Auxiliar De Enfermagem,3115.47,Não,Mensalista,66.0,608,3
ICARAI - NITERÓI,F,NITEROI,Brasileira,Solteiro,1941-04-18,RJ,FEMININO,Não,,Oficial De Fazenda,8627.2,Não,Mensalista,84.0,843,2
CAMPO GRANDE,F,RIO DE JANEIRO,BRASILEIRA,Divorciado,1962-02-12,RJ,FEMININO,Não,Risco PLD/FT Baixo,Professor Ii,6639.67,Não,Mensalista,63.0,1048,2
ANCHIETA,F,RIO DE JANEIRO,BRASILEIRA,Viúva,1955-03-13,RJ,FEMININO,Não,,Merendeira,1933.52,Não,Mensalista,70.0,812,2
CAMPO GRANDE,F,RIO DE JANEIRO,Brasileira,Casada,1958-05-05,RJ,FEMININO,Não,,Professor,4259.1,Não,Mensalista,67.0,984,2
BANGU,F,RIO DE JANEIRO,BRASILEIRA,Casada,1962-08-23,RJ,FEMININO,Não,,Servente,2040.42,Não,Mensalista,63.0,1116,2
SENADOR CAMARA,F,RIO DE JANEIRO,BRASILEIRA,Casado,1966-09-18,RJ,FEMININO,Não,,Merendeira,749.83,Não,Mensalista,59.0,812,2
SANTA CRUZ,F,RIO DE JANEIRO,Brasileira,Casada,1966-02-08,RJ,FEMININO,Não,,Aux De Enfermagem 2º Grau,4167.13,Não,Mensalista,59.0,474,3
QUINTINO BOCAIUVA,F,RIO DE JANEIRO,Brasileira,Casado,1958-06-30,RJ,FEMININO,Não,,Aux. De Enfermagem,2602.52,Não,Mensalista,67.0,525,3
BANGU,F,RIO DE JANEIRO,BRASILEIRA,Casada,1952-08-27,RJ,FEMININO,Não,,Merendeira,1781.93,Não,Mensalista,73.0,812,2
VAZ LOBO,F,RIO DE JANEIRO,BRASILEIRA,Solteira,1981-07-01,RJ,FEMININO,Não,,Professor Ii,5999.43,Não,Mensalista,44.0,1048,0
BARBUDA,F,MAGE,BRASILEIRA,Casado,1990-06-26,RJ,MASCULINO,Não,Risco PLD/FT Baixo,Soldado Bm,5333.88,Não,Mensalista,35.0,1128,0
CAMPO GRANDE,F,RIO DE JANEIRO,BRASILEIRA,Solteiro,1964-10-22,RJ,MASCULINO,Não,,Servente,1973.54,Não,Mensalista,61.0,1116,2
JACAREPAGUA,F,RIO DE JANEIRO,Brasileira,Solteiro,1959-07-14,RJ,FEMININO,Não,,Inspetor De Alunos,1896.78,Não,Mensalista,66.0,789,2
PACIENCIA,F,RIO DE JANEIRO,Brasileira,Viúvo,1943-05-16,RJ,FEMININO,Não,,Auxiliar De Enfermagem,3233.32,Não,Mensalista,82.0,608,3
CAMPO GRANDE,F,RIO DE JANEIRO,BRASILEIRA,Divorciada,1947-06-15,RJ,FEMININO,Não,,Prof I Educação De Musica,4999.96,Não,Mensalista,78.0,918,2
CAMPO GRANDE,F,RIO DE JANEIRO,BRASILEIRA,Divorciada,1947-06-15,RJ,FEMININO,Não,,Prof I Educação Musical,4761.86,Não,Mensalista,78.0,920,2
LEOPOLDINA,F,RIO DE JANEIRO,Brasileira,Viúvo,1944-01-12,RJ,FEMININO,Não,,Merendeira,2336.44,Não,Mensalista,81.0,812,2
VILAR DOS TELLES,F,SÃO JOÃO DE MERITI,Brasileira,Casado,1968-10-24,RJ,FEMININO,Não,,Aux. De Enfermagem,0.0,Não,Mensalista,57.0,525,0
SENADOR CAMARA,F,RIO DE JANEIRO,Brasileira,Solteiro,1944-03-06,RJ,FEMININO,Não,,Agente De Portaria,1533.78,Não,Mensalista,81.0,243,3
TAQUARA,F,RIO DE JANEIRO,Brasileira,Casado,1952-03-23,RJ,FEMININO,Não,,Art. De Cost. E Confeccao,1595.4,Não,Mensalista,73.0,349,3
MADUREIRA,F,RIO DE JANEIRO,BRASILEIRA,Solteiro,1977-02-12,RJ,MASCULINO,Não,,Prof. I - História,3093.44,Não,Mensalista,48.0,961,0
BARROSO,F,VALENÇA,BRASILEIRA,Solteiro,1986-12-03,RJ,MASCULINO,Não,Risco PLD/FT Baixo,Prossefor Docente,3533.2,Não,Mensalista,39.0,1090,0
ROCHA,F,RIO DE JANEIRO,BRASILEIRA,Casado,1975-12-17,RJ,MASCULINO,Não,,Agente De Administração,2932.37,Não,Mensalista,50.0,216,0
TANQUE,F,RIO DE JANEIRO,BRASILEIRA,Casado,1983-04-26,RJ,MASCULINO,Não,Risco PLD/FT Baixo,Gari,2780.2,Não,Mensalista,42.0,769,0
TANQUE,F,RIO DE JANEIRO,BRASILEIRA,Solteiro,1981-11-25,RJ,MASCULINO,Não,Risco PLD/FT Baixo,Agente De Administração,16295.56,Não,Mensalista,44.0,216,1
CAMPINHO,F,RIO DE JANEIRO,BRASILEIRA,Solteiro,1986-10-20,RJ,MASCULINO,Não,Risco PLD/FT Baixo,Cabo Pm,7334.13,Não,Mensalista,39.0,658,0
PAVUNA,F,RIO DE JANEIRO,BRASILEIRA,Solteira,1957-07-30,RJ,FEMININO,Não,,Aux De Enfermagem 2º Grau,3656.0,Não,Mensalista,68.0,474,3
BARRA DA TIJUCA,F,RIO DE JANEIRO,Brasileira,Casado,1958-10-25,RJ,FEMININO,Não,,Assist.Ciencia Tec F.Ibge,0.0,Não,Mensalista,67.0,420,3
REALENGO,F,RIO DE JANEIRO,BRASILEIRA,Casado,1959-10-17,RJ,MASCULINO,Não,,Trabalhador,2932.65,Não,Mensalista,66.0,1202,2
REALENGO,F,RIO DE JANEIRO,BRASILEIRA,Casada,1951-11-04,RJ,FEMININO,Não,,Merendeira,804.32,Não,Mensalista,74.0,812,2
SANTA CRUZ,F,RIO DE JANEIRO,Brasileira,Casada,1974-08-25,RJ,FEMININO,Não,,Professor Ii,3303.84,Não,Mensalista,51.0,1048,0
GUARATIBA,F,RIO DE JANEIRO,Brasileira,Divorciada,1959-01-19,RJ,FEMININO,Não,,Aposentada,3197.18,Não,Mensalista,66.0,294,3
BANGU,F,RIO DE JANEIRO,Brasileira,Casada,1971-12-31,RJ,FEMININO,Não,,Prof Ii,7204.59,Não,Mensalista,54.0,930,1
BANGU,F,RIO DE JANEIRO,BRASILEIRA,Casada,1971-12-31,RJ,FEMININO,Não,,Professor Ii,7204.59,Não,Mensalista,54.0,1048,1
PARQUE DUQUE,F,DUQUE DE CAXIAS,BRASILEIRA,Casada,1983-10-04,RJ,FEMININO,Não,,Aposentada,2200.0,Não,Mensalista,42.0,294,0
VILA ISABEL,F,RIO DE JANEIRO,BRASILEIRA,Divorciada,1972-07-09,RJ,FEMININO,Não,,Professor Ii,2650.91,Não,Mensalista,53.0,1048,0
MIGUEL COUTO,F,NOVA IGUAÇU,BRASILEIRA,Solteira,1989-10-02,RJ,FEMININO,Não,,Ag De Educação Infantil,4350.36,Não,Mensalista,36.0,55,0
CAMPO GRANDE,F,RIO DE JANEIRO,Brasileira,Solteira,1977-07-08,RJ,FEMININO,Não,,Professor Ii,11647.61,Não,Mensalista,48.0,1048,1
CAMPO GRANDE,F,RIO DE JANEIRO,BRASILEIRA,Solteira,1977-07-08,RJ,FEMININO,Não,,Professor Ii,11647.61,Não,Mensalista,48.0,1048,1
ENGENHO DE DENTRO,F,RIO DE JANEIRO,BRASILEIRA,Casada,1984-07-01,RJ,FEMININO,Não,,Prof. De Ensino Fundamental,8393.18,Não,Mensalista,41.0,953,1
SANTA CRUZ,F,RIO DE JANEIRO,Brasileira,Casada,1961-10-11,RJ,FEMININO,Não,,Aux De Enfermagem 2 º Grau,3838.06,Não,Mensalista,64.0,470,3
LEOPOLDINA,F,RIO DE JANEIRO,Brasileira,Viúvo,1946-09-09,RJ,FEMININO,Não,,Servente,1599.26,Não,Mensalista,79.0,1116,2
JARDIM ATLANTICO,F,MARICA,Brasileira,Casada,1970-06-10,RJ,FEMININO,Não,,Professor Ii,2597.35,Não,Mensalista,55.0,1048,0
VILA LAGE,F,SAO GONCALO,BRASILEIRA,Casada,1975-04-09,RJ,FEMININO,Não,,Aux De Enfermagem 2º Grau,4076.86,Não,Mensalista,50.0,474,0
CURICICA,F,RIO DE JANEIRO,BRASILEIRA,Casado,1949-03-11,RJ,FEMININO,Não,,Merendeira,853.48,Não,Mensalista,76.0,812,2
BANGU,F,RIO DE JANEIRO,BRASILEIRA,Casado,1963-04-04,RJ,FEMININO,Não,,Aux. Creche,1286.63,Não,Mensalista,62.0,517,3
PACIENCIA,F,RIO DE JANEIRO,BRASILEIRA,SOLTEIRO,1957-02-10,RJ,FEMININO,Não,,Aux. Creche,857.25,Não,Mensalista,68.0,517,3
ANCHIETA,F,RIO DE JANEIRO,Brasileira,Solteiro,1975-06-26,RJ,MASCULINO,Não,,Aux De Enfermagem 2º Grau,3635.25,Não,Mensalista,50.0,474,0
BOA VISTA,F,RIO DE JANEIRO,Brasileira,Solteira,1957-09-11,RJ,FEMININO,Não,,Auxiliar De Enfermagem,1891.9,Não,Mensalista,68.0,608,3
PRAÇA SECA,F,RIO DE JANEIRO,Brasileira,Solteiro,1977-04-28,RJ,FEMININO,Não,,Prof Ii,4204.72,Não,Mensalista,48.0,930,0
MEIER,F,RIO DE JANEIRO,BRASILEIRA,Solteira,1980-05-29,RJ,FEMININO,Não,,Ag. De Doc. Médica / Ghefe Ii,2647.27,Não,Mensalista,45.0,123,0
TIJUCA,F,RIO DE JANEIRO,Brasileira,União Estável,1948-05-23,RJ,FEMININO,Não,,Professor Ii,3465.33,Não,Mensalista,77.0,1048,2
TIJUCA,F,RIO DE JANEIRO,BRASILEIRA,Solteira,1948-05-23,RJ,FEMININO,Não,,Professor Ii,3012.6,Não,Mensalista,77.0,1048,2
CENTRO,F,ITAGUAI,Brasileira,Viúva,1944-07-13,RJ,FEMININO,Não,,Prof I - Historia,2499.93,Não,Mensalista,81.0,905,2
PECHINCHA,F,RIO DE JANEIRO,Brasileira,Casado,1944-02-06,RJ,FEMININO,Não,,Aux. Oper. Serv. Div.,3048.0,Não,Mensalista,81.0,570,3
PILARES,F,RIO DE JANEIRO,Brasileira,Divorciada,1958-08-19,RJ,FEMININO,Não,,Professor Ii,4449.2,Não,Mensalista,67.0,1048,2
PILARES,F,RIO DE JANEIRO,BRASILEIRA,Divorciada,1958-08-19,RJ,FEMININO,Não,,Professor Ii,4449.2,Não,Mensalista,67.0,1048,2
CAMPO GRANDE,F,RIO DE JANEIRO,BRASILEIRA,Casada,1979-08-15,RJ,FEMININO,Não,Risco PLD/FT Baixo,2º Sargento Pm,10200.86,Não,Mensalista,46.0,8,1
DEODORO,F,RIO DE JANEIRO,BRASILEIRA,Divorciada,1960-05-09,RJ,FEMININO,Não,,Aposentada,3417.68,Não,Mensalista,65.0,294,3
FREGUESIA JACAREPAGUA,F,RIO DE JANEIRO,BRASILEIRA,Solteiro,1954-10-09,RJ,FEMININO,Não,Risco PLD/FT Baixo,Oficial De Cartório Policial,14295.54,Não,Mensalista,71.0,842,1
BANGU,F,RIO DE JANEIRO,Brasileira,Divorciado,1962-07-30,RJ,FEMININO,Não,,Aux. De Enfermagem,2381.36,Não,Mensalista,63.0,525,3
SANTA CRUZ,F,RIO DE JANEIRO,Brasileira,Casado,1952-04-12,RJ,FEMININO,Não,,Ag Comunitario,2791.0,Não,Mensalista,73.0,33,3
SANTA CRUZ,F,RIO DE JANEIRO,BRASILEIRA,Casada,1956-04-11,RJ,FEMININO,Não,,Agente De Portaria,892.97,Não,Mensalista,69.0,243,3
VILA ISABEL,F,RIO DE JANEIRO,Brasileira,Viúva,1948-10-18,RJ,FEMININO,Não,,Ag De Administraçao,2654.7,Não,Mensalista,77.0,39,3
ROCHA,F,RIO DE JANEIRO,BRASILEIRA,Casada,1960-05-12,RJ,FEMININO,Não,,Aposentada,3899.04,Não,Mensalista,65.0,294,3
JACAREPAGUA,F,RIO DE JANEIRO,Brasileira,Solteiro,1946-06-01,RJ,FEMININO,Não,,Pencionista/Ag Pol Fed 1º,10254.4,Não,Mensalista,79.0,862,1
PRATA,F,CURITIBA,Brasileira,Casado,1955-01-21,PR,FEMININO,Não,,Prof. Classe 2,0.0,Não,Mensalista,70.0,948,2
CAJU,F,RIO DE JANEIRO,BRASILEIRA,Casado,1980-01-31,RJ,FEMININO,Não,,Auxiliar De Serviços Gerais,1000.0,Não,Mensalista,45.0,642,0
ANA CLARA,F,RIO DE JANEIRO,Brasileira,Desquitado,1954-05-10,RJ,FEMININO,Não,,Aux De Enfermagem,2585.28,Não,Mensalista,71.0,459,3
ICARAI - NITERÓI,F,NITERÓI,Brasileira,Casada,1958-02-22,RJ,FEMININO,Não,,Ag. De Administração,2858.71,Não,Mensalista,67.0,109,3
BONSUCESSO,F,RIO DE JANEIRO,Brasileira,Solteiro,1958-09-30,RJ,FEMININO,Não,,Assist. Administracao,2760.78,Não,Mensalista,67.0,418,3
VARGEM GRANDE,F,RIO DE JANEIRO,Brasileira,Divorciada,1952-09-05,RJ,FEMININO,Não,,Professora Ii,1860.85,Não,Mensalista,73.0,1074,2
VARGEM GRANDE,F,RIO DE JANEIRO,BRASILEIRA,Divorciada,1952-09-05,RJ,FEMININO,Não,,Professor Ii,1486.6,Não,Mensalista,73.0,1048,2
CACHAMBI,F,RIO DE JANEIRO,Brasileira,Viúvo,1947-04-13,RJ,FEMININO,Não,,Professor,5944.1,Não,Mensalista,78.0,984,2
TODOS OS SANTOS,F,RIO DE JANEIRO,Brasileira,Solteiro,1951-05-01,RJ,FEMININO,Não,,Ag. De Comunicação,2490.4,Não,Mensalista,74.0,118,3
CACUIA,F,RIO DE JANEIRO,BRASILEIRA,Solteira,1974-05-08,RJ,FEMININO,Não,,Agente De Educação Infantil,3286.9,Não,Mensalista,51.0,237,0
SEPETIBA,F,RIO DE JANEIRO,BRASILEIRA,Solteira,1958-03-01,RJ,FEMININO,Não,,Merendeira,1904.93,Não,Mensalista,67.0,812,2
OLARIA,F,RIO DE JANEIRO,BRASILEIRA,Divorciada,1956-12-22,RJ,FEMININO,Não,,Prof. De Educação Infantil,9027.9,Não,Mensalista,69.0,952,1
RAMOS,F,RIO DE JANEIRO,Brasileira,Solteira,1958-01-30,RJ,FEMININO,Não,,Aux De Enfermagem 2º Grau,3218.33,Não,Mensalista,67.0,474,3
VARGEM GRANDE,F,RIO DE JANEIRO,BRASILEIRA,Solteira,1959-02-02,RJ,FEMININO,Não,,Professor Ii,4770.63,Não,Mensalista,66.0,1048,2
VARGEM GRANDE,F,RIO DE JANEIRO,Brasileira,Solteira,1959-02-02,RJ,FEMININO,Não,,Professor Ii,5618.02,Não,Mensalista,66.0,1048,2
GRAJAU,F,RIO DE JANEIRO,BRASILEIRA,Solteira,1979-07-06,RJ,FEMININO,Não,,Professor De Educação Infantil,6608.48,Não,Mensalista,46.0,998,0
ANCHIETA,F,RIO DE JANEIRO,Brasileira,Solteira,1977-12-17,RJ,FEMININO,Não,,Aux. De Enfermagem,3036.39,Não,Mensalista,48.0,525,0
INHOAIBA,F,RIO DE JANEIRO,Brasileira,Solteiro,1967-01-12,RJ,FEMININO,Não,,Professor,11131.58,Não,Mensalista,58.0,984,1
CAMPO GRANDE,F,RIO DE JANEIRO,BRASILEIRA,Divorciada,1952-05-29,RJ,FEMININO,Não,,Aux De Enfermagem 2º Grau,5451.59,Não,Mensalista,73.0,474,3
GUADALUPE,F,RIO DE JANEIRO,BRASILEIRA,Casado,1963-08-16,RJ,FEMININO,Não,Risco PLD/FT Baixo,Datilografo ( Sms ),1320.34,Não,Mensalista,62.0,691,2
CAMPO GRANDE,F,RIO DE JANEIRO,BRASILEIRA,Viúvo,1947-03-20,RJ,FEMININO,Não,,Servente,1116.0,Não,Mensalista,78.0,1116,2
GRAÇAS,F,DUQUE DE CAXIAS,BRASILEIRA,Solteira,1979-10-22,RJ,FEMININO,Não,,Professor Ii,6269.63,Não,Mensalista,46.0,1048,0
CAMPINHO,F,RIO DE JANEIRO,BRASILEIRA,Casada,1973-09-03,RJ,FEMININO,Não,,Professor Ii,3241.15,Não,Mensalista,52.0,1048,0
SANTA CRUZ,F,RIO DE JANEIRO,Brasileira,Casada,1969-08-20,RJ,FEMININO,Não,,Professor Ii,10024.82,Não,Mensalista,56.0,1048,1
SANTA CRUZ,F,RIO DE JANEIRO,BRASILEIRA,Casada,1969-08-20,RJ,FEMININO,Não,,Professor Ii,10024.82,Não,Mensalista,56.0,1048,1
VILA DA PENHA,F,RIO DE JANEIRO,Brasileira,Casado,1960-03-29,RJ,FEMININO,Não,,Professora Ii,4596.54,Não,Mensalista,65.0,1074,2
VILA KOSMOS,F,RIO DE JANEIRO,BRASILEIRA,União Estável,1982-08-27,RJ,FEMININO,Não,,Professor Ii,3154.54,Não,Mensalista,43.0,1048,0
